_id,problem,answer,solString,drawing_image_name,label
66c4ff42f72a18a35da39553,"""Find the difference.\n\n$\\quad -4{\\Large\\frac{3}{8}}-\\left(-1{\\Large\\frac{1}{4}}\\right)=$""","[""-3[1/8]""]","""\\begin{aligned}-4\\dfrac{3}{8}+1\\dfrac{1}{4}\\left( \\dfrac{2}{2}\\right) \\\\\n-14^{3}-22+1+\\dfrac{1}{t}-3-1\\\\\n12-\\dfrac{8}{3}li+8\\end{aligned}""",72aea140-5f34-11ef-8c2d-95446774bc50.jpg,1.0
65deff104680e64e885e8313,"""Beräkna.\n\n$2+45 =$""","[""47""]",2+45=47,19811670-d61d-11ee-91a5-5740fbf7f6a5.jpg,1.0
678e1a3b080b14ebb7a84e89,"""Skriv räta linjens ekvation för linje B i koordinatsystemet.""","[""y=x-1""]","""y=x-1""",b1600d60-d712-11ef-bd5b-fb17c47e2d4b.jpg,0.0
65f40540b8a4f68dcbde1d30,"Tabellen visar hur många poäng Arvid fått på matteproven under året.

Hur många poäng fick Arvid i genomsnitt?","[""""]","begin{array}{|c|c|}
hline text { Prov } & text { Poäng } 
hline text { Geometri } & 10 
hline text { Algebra } & 11 
hline text { Sannolikhet } & 8 
hline text { Problemlösning } & 10 
hline text { Taluppfattning } & 14 
hline
",26e2c0e0-e2a5-11ee-aa20-3bd61271a8cb.jpg,0.0
679b4aeca7ef42554dcfd08d,"""Du har spikat upp 60 plankor och din granne hjälper till och spikar upp 40 stycken. \n\nHur många plankor spikade ni upp tillsammans?""","[""100""]","""60+40=""",5b60b830-deef-11ef-a8e6-5b18f8aee6ae.jpg,1.0
66c5a0a2c9824dd9afc7c255,"""Beräkna. \n\n$ 2^4=$""","[""16""]",2  * 2  * 2  * 2=16,a2adc370-5f94-11ef-a392-e3bf4fcf123a.jpg,1.0
66c5a528b416ff15a1535203,"""Hur skrivs två hundradelar i decimalform?""","[""0,02""]","""0,02""",5558d440-5f97-11ef-83c7-c166a6b49f2c.jpg,0.0
679b4491a7ef42554dcca391,"""Beräkna.\n\n$9 \\cdot 3 =$""","[""27""]","""27""",915878f0-deeb-11ef-8912-bf30d2c2fd41.jpg,0.0
66c5a2fdb416ff15a1525f5d,"""Beräkna.\n\n$2{,}4\\cdot 100=$""","[""240""]","""?\\dfrac{2,4}{}41.\\oplus 0_{\\oplus }=240""",0a0c3500-5f96-11ef-83c7-c166a6b49f2c.jpg,1.0
66c5b677ec39b658f89c738c,"""Lös följande uppgift. Visa hur du räknar. \n\n$\\Large \\frac{2004}{6}$""","[""334""]","""\\dfrac{2^{2}\\theta ^{2}0^{2}1}{0}0334""",a5ffe8c0-5fa1-11ef-82dd-839783cc1374.jpg,1.0
6790aaa5bd0d3be191450d94,"""Beräkna. \n\n$20+20=$""","[""40""]","""4@""",f205b170-d899-11ef-b0b7-c763edc267c3.jpg,0.0
678fa56d880c6428dfd0d15b,"""Två femtedelar av eleverna i en skola valde att spela fotboll under en friluftsdag. Hur stor andel valde något annat än fotboll?\n\nSvara i bråkform.""","[""[3/5]""]","""\\dfrac{2}{5}\\dfrac{2}{2}""",3f6a70a0-d7fe-11ef-ae49-f1bb09c62825.jpg,0.0
679b453aa7ef42554dccf83d,"""Medlemmarna i en bokklubb har läst följande antal böcker under det senaste året:\n\n$6, 6, 7, 7, 7, 7$\n\n$8, 8, 10, 10, 10, 12$\n\nHur många medlemmar har bokklubben?""","[""12""]","""\\begin{aligned}12\\\\\ni\\end{aligned}""",f66f12d0-deeb-11ef-a807-47f8f54c4711.jpg,0.0
66bfc056fe3bafaeb4081639,"""Use the Pythagorean theorem to find the distance between the points $A(1,4)$ and $B(5,1)$.""","[""5""]"," 4^2+3^2=c^2     nc^2=25  √<div class=""latex-square-root"">25</div>=5 ",010b3df0-5c14-11ef-8178-7b2cb148d84a.jpg,1.0
66be4f3be5ef21ade0bad0ee,"""Jayden makes fruit salads with 3 strawberries for each person. She's making fruit salad for 4 people. How many strawberries does she need?""","[""12""]",  * 3=1,0054ac20-5b38-11ef-9e28-858f75f70d4e.jpg,1.0
66c5f847d23c93bc41025660,"""Solve for $p$. \n\n$\\quad {\\Large\\frac{4}{3}}  (3p + 9)=   -2(2p+5)  $""","[""-[[11]/4]""]","""  4/8  begin{pmatrix} n31+q=-2+s      n-11-05- n  end{pmatrix}""",e038a000-5fc8-11ef-82dd-839783cc1374.jpg,0.0
65e8457bd0ad414e0ec85941,"""$7{,}54\\cdot5=$""","[""37,70""]","
7,54   
 *  quad 5 x 2   
 hline 37,70
 ",612e7c60-dba4-11ee-bed9-33b3eda68546.jpg,1.0
6790aab103cc1428a599016a,"""Amita väljer mellan 4 olika kakor och 2 smaker på saft. \n\nPå hur många sätt kan hon kombinera en kaka med ett glas saft?""","[""8""]","""4\\cdot 2=8""",f91c92d0-d899-11ef-b0b7-c763edc267c3.jpg,1.0
66c56b8f9ad9ae2eb346d964,"""A mobile phone weighs 200 grams and is $20\\%$ plastic. How many grams of plastic are there in 2 mobile phones of the same type?""","[""80""]",    200/100  * 20=40     n40+40=80  ,005864a0-5f75-11ef-bddf-e5feac673c30.jpg,1.0
679b4b349ac78160b683d46a,"""${\\Large \\frac{158{,}5}{100}} = $""","[""1,585""]","""1,585""",8627a5b0-deef-11ef-ba05-dd83d798fc96.jpg,0.0
66c590d19ad9ae2eb34a09b7,"""Beräkna.\n\n$4\\ ·4=$""","[""16""]","""  4     n  14/16  """,35b98be0-5f8b-11ef-b545-fbfe2eddcfbf.jpg,1.0
679b4fe2ebb2365ffcc5415e,"""Ringa in i grupp om $3$ sköldpaddor. \n\nHur många grupper finns det nu?""","[""5""]","""\\begin{aligned}z-2- -\\\\\n\\_ \\\\\n21\\overrightarrow{\\cdot }- -\\\\\n-\\\\\n-\\rightarrow - -2\\end{aligned}""",504732f0-def2-11ef-8912-bf30d2c2fd41.jpg,0.0
66c59697b928bd7bc2e935ce,"""Vilket tal är $x$?\n\n$1- x = \\large\\frac{4}{5}$""","[""[1/5]""]","""    1/5     n.  """,a6165190-5f8e-11ef-9016-d5df574c02f3.jpg,0.0
679b4aa69ac78160b6839551,"""Hur lång tid har det gått?""","[""1 h 40 min""]","""Ih40\\min """,31e0a290-deef-11ef-a807-47f8f54c4711.jpg,0.0
66c59b25b928bd7bc2ea82fd,"""Beräkna.\n\n$128-266=$""","[""-138""]","""\\begin{aligned}266^{10}\\\\\n\\dfrac{-128}{-138}\\end{aligned}""",5ceff0e0-5f91-11ef-83c7-c166a6b49f2c.jpg,1.0
65defebf18263e47f397b8ee,"""En rektangel har en area som är 35 cm$^2$ och en bas som är 5 cm. \n\nVad är rektangelns höjd?""","[""7""]", square 35: 5.7,edb42aa0-d61c-11ee-8901-8dad299fb5bf.jpg,1.0
679b4adc54996f4dac79273f,"""Ett rätblock har volymen $24$ cm$^3$. Beräkna höjden om basytan är $8$ cm$^2$.""","[""3cm""]","""\\dfrac{21}{8}=0""",51b80860-deef-11ef-a807-47f8f54c4711.jpg,1.0
679b4f86ebb2365ffcc519df,"""Find the quotient. \n\n$\\quad 4 \\div 4=$""","[""1""]","""\\dfrac{4}{1}=1""",199c72b0-def2-11ef-a8e6-5b18f8aee6ae.jpg,1.0
679b44689ac78160b6807505,"""Beräkna.\n\n$20-0=$""","[""20""]","""20-""",792ae5b0-deeb-11ef-8912-bf30d2c2fd41.jpg,0.0
66bcc07bdb9f4428c9edb564,"""Fill in the blank.\n\n$4 \\,,\\,1\\,,\\, \\underline{\\hspace{0.5cm}}\\,,\\, -5\\,,\\, -8\\,,\\, ...$""","[""-2""]", 3/  3  * 1/-2  3,53832c80-5a4a-11ef-9e28-858f75f70d4e.jpg,1.0
679b48719ac78160b6828b2d,"""En rät triangel har en area på 25 kvadratcentimeter och en bas som är 10 centimeter. Bestäm höjden för triangeln.""","[""5cm""]","""\\begin{aligned}\\Delta _{10}\\Delta ?\\Delta \\\\\nA=\\dfrac{b_{1}h}{2}=251o\\end{aligned}""",e0e03460-deed-11ef-aa83-c52f06cd8db0.jpg,1.0
663239d97b55d311d8ad134f,"Multiply. 

$\quad 9 \times 6 =$","[""54""]",9 * 6=54,f314fab0-07b8-11ef-aa20-3bd61271a8cb.jpg,1.0
66c59fe4c9824dd9afc780de,"""Beräkna.\n\n$ 7^3=$""","[""343""]",7  * 7  * 7=343,310bf340-5f94-11ef-a392-e3bf4fcf123a.jpg,1.0
679b4ab3b650ebf5db0afbc3,"""Avrunda till tiotal.\n\n$127 \\approx \\ \\underline{\\hspace{1cm}} $""","[""130""]","""130""",39348cf0-deef-11ef-ba05-dd83d798fc96.jpg,0.0
66c46fb056efa5660377b10d,"""Skriv bråket ${\\Large\\frac{9}{12}}$ med så liten nämnare som möjligt.""","[""[3/4]""]","""1-1""",dfee1ed0-5ede-11ef-9c2b-9b4d1757e2af.jpg,0.0
66c5871c9ad9ae2eb3473b61,"""Vad har punkten för koordinater?""","[""-3,-2""]","""-2i^{3}""",6c13f0f0-5f85-11ef-bddf-e5feac673c30.jpg,0.0
65de0fdd18263e47f3827f46,"""Vilket tal fattas? \n\n$2=\\underline{\\hspace{0.5cm}}  - 6$""","[""8""]",6-4=2,8b0c5e60-d58e-11ee-8901-8dad299fb5bf.jpg,1.0
679b4fa9bc0fd87e08d3e7e7,"""Lös ekvationen.\n\n${\\Large\\frac{x}{5}}-2=6$""","[""40""]","""4c""",2e5a0c80-def2-11ef-a8e6-5b18f8aee6ae.jpg,0.0
66c5ec0edf397e64345460a5,"""$4(2x-y)-3(2x-y)$       \nUse the distributive property to simplify the given expression.""","[""2x+-1y""]","""\\begin{aligned}8x-4y\\\\\n\\dfrac{-6x+3^{y}}{2x+ -1}\\end{aligned}""",96e40ef0-5fc1-11ef-82dd-839783cc1374.jpg,1.0
65defdd1ea002332c35e5fd9,"""Beräkna.\n\n$6 \\cdot 7 =$""","[""42""]",282828,5fc79dd0-d61c-11ee-91a5-5740fbf7f6a5.jpg,0.0
65deddc94680e64e8851d85b,"""Vilket tal fattas?\n\n$ 6 \\cdot \\underline{\\hspace{0.5cm}} = 6$""","[""1""]",61=6,486b10d0-d609-11ee-8901-8dad299fb5bf.jpg,1.0
679b4b33a7ef42554dcfefe2,"""Vinkeln $C$ är dubbelt så stor som vinkeln $A$. Hur stor är vinkeln $B$?""","[""b=75""]","""\\begin{aligned}x^{c}\\\\\nf\\\\\nA3576\\% \\end{aligned}""",85a77930-deef-11ef-ba05-dd83d798fc96.jpg,0.0
679b4b33a7ef42554dcfef7f,"""$253\\cdot3=$""","[""759""]","""\\begin{aligned}253\\\\\nC\\cdot \\Theta \\cdot 759^{3+}\\end{aligned}""",857c7190-deef-11ef-a8e6-5b18f8aee6ae.jpg,1.0
65f406dba5e97e2a76ca3c51,$4+6\cdot 8=$,"[""52""]",6.8=48,1bd24e40-e2a6-11ee-aa20-3bd61271a8cb.jpg,1.0
6790aaa1ac6be85ed2517604,"""Enheten carat anger vikten av en diamant. En av de största diamanterna som hittats i Sydafrika vägde $3\\ 106$ carat. En carat motsvarar 200 mg.\n\nHur många gram vägde diamanten?""","[""621,2""]","""3106\\cdot 0,2=621,2""",ef75b7c0-d899-11ef-b109-4705c9aa7690.jpg,1.0
66c5985bc9824dd9afc580e1,"""Skriv talen i decimalform.\n\nfemton tusendelar""","[""0.015""]","""0.015""",b33c24c0-5f8f-11ef-bddf-e5feac673c30.jpg,0.0
678e1a41e10b1cadb651b1cf,"""Beräkna med uppställning.\n\n$54+34=$""","[""88""]","""\\begin{aligned}54\\\\\n\\dfrac{+34}{88}\\end{aligned}""",b46425a0-d712-11ef-b550-d7ae74c188fa.jpg,1.0
66bccda8db9f4428c9ee4179,"""Find the next number in the sequence.\n\n$\\quad 10, \\ \\ 20,\\ \\ 40,\\ \\ {\\underline{\\hspace{0.5cm}}}$""","[""80""]"," 10  * 2=20     n  x2/10     nn^1=0,  sqrt[x] {  phi   circ } ",2de671f0-5a52-11ef-9e28-858f75f70d4e.jpg,1.0
663258b37b55d311d8ae9c3c,"I en säck ligger det olika mynt:

20 järnmynt  
10 bronsmynt  
8 silvermynt  
2 guldmynt

Hur många procent av mynten är guldmynt?   *Visa hur du löser uppgiften.*","[""[[50]/0]""]",212/40 / 2=1/20=1 * 5/20 * 5=5/100=5 %,57544230-07cb-11ef-aa20-3bd61271a8cb.jpg,1.0
66c48aab2823bd4e59be6b77,"""En butik har $80$ blommor. $10$ av blommorna är röda och $55$ är rosa. Resten är vita. Hur många vita blommor finns det i butiken?""","[""15""]","""  651080^10     n+  55/  65/  """,f4b1dfe0-5eee-11ef-8f1a-43bf29d1e2c4.jpg,0.0
678e1a31164cfd5cc496a367,"""Använd huvudräkning och skriv bråket i decimalform.\n\n${\\Large \\frac{3}{4}} = $""","[""0,25""]","""0,25""",ab6ceb80-d712-11ef-bd5b-fb17c47e2d4b.jpg,0.0
66c4550c49413c17a56c7c2e,"""Skriv talet i decimalform.\n\nFem hundradelar""","[""0,05""]","""0,05""",fec015d0-5ece-11ef-a10c-a36933657f8b.jpg,0.0
679b4b3c45d53f49de03337c,"""$40$ g = $\\underline{\\hspace{1cm}}$ hg""","[""0,4""]","""94""",8afd49a0-deef-11ef-aa83-c52f06cd8db0.jpg,0.0
678e19e67dfac1837be3f52a,"""Skriv räta linjens ekvation för linje A i koordinatsystemet.""","[""y=x+1""]","""y=x+1""",7e1eb6e0-d712-11ef-b550-d7ae74c188fa.jpg,0.0
678e1a6c7dfac1837be435e5,"""Vilken är proportionen mellan talen? Svara i enklaste form.\n\n$45$ och $72$""","[""5:8""]","""\\dfrac{45\\cdot }{72}""",ce3a38c0-d712-11ef-b7bb-89f0cd313d58.jpg,1.0
66c458698f24e80ce7be4324,"""Beräkna. \n\n$9{,}15 - 7{,}16 = $""","[""1,99""]","""\\begin{aligned}9,I5\\\\\n\\dfrac{-7,16}{1,aa}\\end{aligned}""",ff999b00-5ed0-11ef-a797-61c13be6a797.jpg,1.0
679b442754996f4dac75cfbd,"""Vad var klockan för sex timmar sedan?""","[""12""]","""1-""",52b59f10-deeb-11ef-a807-47f8f54c4711.jpg,0.0
66c4dc8208397f5c01dbec2f,"""Addera termerna $40$ och $20$. Subtrahera sedan summan med $30$. Differensen dividerar du med $5$. Vilken är kvoten?""","[""6""]","""\\begin{aligned}40+20=60\\\\\n60-30=30\\\\\n\\dfrac{30}{5}=6\\end{aligned}""",bc51ff50-5f1f-11ef-ad4b-a9fefe245ca4.jpg,1.0
66c45ca458790769775f6f87,"""Vilka koordinater har punkten?""","[""(-3,2)""]","""\\begin{aligned}2\\ominus -\\\\\n-3.2\\end{aligned}""",85843840-5ed3-11ef-a10c-a36933657f8b.jpg,0.0
679b49c6bc0fd87e08d17614,"""Beräkna.\n\n$\\Large \\frac{736}{4} \\small =$""","[""184""]","""\\dfrac{\\nearrow 36}{4}=r+t""",ac4aa310-deee-11ef-8912-bf30d2c2fd41.jpg,1.0
679b4b17b650ebf5db0b2783,"""Vilket tal pekar pilen B på?""","[""30""]","""\\otimes """,74dbda10-deef-11ef-a8e6-5b18f8aee6ae.jpg,0.0
678e1a3f7dfac1837be41faf,"""Hur hög är kycklingen i verkligheten om den är avbildad i skala $1:5$?""","[""15cm""]","""15cm""",b374bc90-d712-11ef-8310-e9eea1f66654.jpg,0.0
678e1a21b9163c253a6660f4,"""Hur är figuren uppdelad?""","[""fjärdedelar""]","""\\dfrac{1}{4}""",a19c4150-d712-11ef-bd5b-fb17c47e2d4b.jpg,0.0
679b501845d53f49de05310c,"""Beräkna.\n\n$  6 \\cdot (-3) = $""","[""-18""]","""6\\cdot  -3=-18""",70a88940-def2-11ef-8912-bf30d2c2fd41.jpg,1.0
678e1a4f7dfac1837be427b7,"""**Start – Linjära samband**\n\nVilken graf hör till formeln $y=20x$?""","[""B""]","""\\trslash 1""",bd1a5f20-d712-11ef-9c68-6d1fd901680b.jpg,0.0
66c440bca50002c476e55b67,"""Beräkna. \n\n${\\Large \\frac{7}{5}} - {\\Large \\frac{3}{5}} = $""","[""[4/5]""]","""\\dfrac{7}{5}\\dfrac{}{\\dfrac{7}{8}}\\dfrac{3}{5}=\\dfrac{4}{5}""",e3367cc0-5ec2-11ef-a10c-a36933657f8b.jpg,1.0
66c4477d49413c17a56a7d2a,"""Hur stor andel är färgad? Svara i bråkform.""","[""[[15]/[100]]""]","""\\begin{aligned}\\dfrac{15}{100},\\\\\n25\\end{aligned}""",e9ed18e0-5ec6-11ef-a10c-a36933657f8b.jpg,0.0
679b4531a7ef42554dccf410,"""Beräkna.\n\n $41 - 12=$""","[""29""]","""\\begin{aligned}-10\\\\\n.29\\end{aligned}""",f100b150-deeb-11ef-a8e6-5b18f8aee6ae.jpg,1.0
66c5a951ba007c0671964716,"""Beräkna värdet av uttrycket $a-\\Large\\frac{4b}{c}$ för $a=10$, $b=15$ och $c=3$.""","[""-10""]","""\\begin{aligned}10-\\dfrac{4\\cdot 15}{3}=10-\\dfrac{60}{3}=20\\\\\n10-20\\end{aligned}""",cfc42cf0-5f99-11ef-a392-e3bf4fcf123a.jpg,1.0
679b44519ac78160b68068d0,"""Vilket tal har 6 hundratal, 2 tiotal och 7 ental?""","[""627""]","""62 >""",6ad29080-deeb-11ef-a8e6-5b18f8aee6ae.jpg,0.0
679b4f7ea7ef42554dd1af51,"""$4$ liter $25$ cl $=$ $\\underline{\\hspace{1cm}}$ liter""","[""4,25""]","""4,025""",14c65990-def2-11ef-aa83-c52f06cd8db0.jpg,0.0
679b444eebb2365ffcbff0f9,"""Beräkna.\n\n$4 \\cdot 6 =$""","[""24""]","""\\copyright """,69d23780-deeb-11ef-a807-47f8f54c4711.jpg,0.0
679b4aa3a7ef42554dcfb016,"""Vilka koordinater har punkt $C$?""","[""(5,4)""]","""\\left( 5,4\\right) """,2fe8ca30-deef-11ef-8912-bf30d2c2fd41.jpg,0.0
66c452a2337c009a2515fb27,"""Skriv som en tiopotens.\n\n$10 \\cdot 10 \\cdot 10 \\cdot 10 \\cdot 10=$""","[""10^[5]""]","""3^{10^{5}}""",8ec22710-5ecd-11ef-a10c-a36933657f8b.jpg,0.0
678e1a607a5058ab05731743,"""Vilket tal saknas? \n\n$1$ år $=$ ? dygn""","[""365""]","""365""",c766a1f0-d712-11ef-9c68-6d1fd901680b.jpg,0.0
66c58edb9ad9ae2eb3495630,"""Svara i bråkform.\n\n$\\textcolor{#505050}{\\large\\textsf{ Förkorta bråket } \\frac{4}{12}} \\textcolor{#505050}{\\large\\textsf{ med 2}}$""","[""[2/6]""]","""\\dfrac{\\dfrac{a}{2}}{i2/2}=\\dfrac{2}{6}""",09c8e0e0-5f8a-11ef-b545-fbfe2eddcfbf.jpg,1.0
679b4308b650ebf5db0720cf,"""${\\Large \\frac{200}{20}} = $""","[""10""]","""\\dfrac{20a}{2a}=10""",a75fc640-deea-11ef-8912-bf30d2c2fd41.jpg,1.0
66bcef8adb9f4428c9efaed1,"""There are 3 rows with 2 leaves in each row. \n\nHow many leaves are there?""","[""6""]", 22     n34     n56 ,60815f30-5a66-11ef-9e28-858f75f70d4e.jpg,1.0
664b2e86023b0af58f3220b9,"Beräkna. Svara i blandad form.

$3\Large\frac{3}{5}$ $-$ $1\Large\frac{3}{5}$ $=$","[""2""]",3 3/5-1 3/5=2,e4646700-1698-11ef-a89d-dd3cf1b167ed.jpg,1.0
679b44a9b650ebf5db07fa82,"""**Fiskar**\n\nI djuraffären har Kim förut betalat $12$ kr för $16$ fiskar.\n\nHur många fiskar får Kim för $9$ kr?""","[""12""]","""i_{3}""",9fe1f040-deeb-11ef-a628-5d56ba0f45a8.jpg,0.0
663255f3a5e97e2a76ebbaed,"Diagrammet visar fördelningen av samer i Sverige, Norge, Finland och Ryssland. I Sverige bor det cirka $20\ 000$ samer. 

Ungefär hur många samer finns det totalt? Avrunda till tiotusental.","[""80000""]",20000 * 4=80000,b3555670-07c9-11ef-9a56-e3eae6f51f45.jpg,1.0
679b4b3fb650ebf5db0b383b,"""Vilken månad kommer 3 månader före juli?""","[""april""]","""\\begin{aligned}SVARi\\\\\n\\wedge \\wedge Ars\\end{aligned}""",8cbb9b70-deef-11ef-a628-5d56ba0f45a8.jpg,0.0
679b4f86a7ef42554dd1b222,"""Kajsa står vid ett träd en solig eftermiddag. Kajsa är $150$ cm lång och det bildas en skugga som är $2$ m lång. Hur högt är trädet om trädets skugga är $8$ m?""","[""6""]","""8\\times 0.75=6""",198938d0-def2-11ef-a628-5d56ba0f45a8.jpg,1.0
66c59ac6b928bd7bc2ea6348,"""${\\Large\\frac{11}{20}}=\\ \\underline{\\hspace{1cm}}$ %""","[""55""]","""\\begin{aligned}\\coprod _{20}=\\dfrac{x}{.}R/.\\\\\n\\coprod ^{.5}_{20\\cdot }=\\dfrac{55}{5100}=5\\oplus ,\\end{aligned}""",24d01cd0-5f91-11ef-83c7-c166a6b49f2c.jpg,1.0
6790aac19bc8a04452a47461,"""Skriv som meter.\n\n$5$ dm""","[""0,5m""]","""0,5m""",02e833f0-d89a-11ef-b7bb-89f0cd313d58.jpg,0.0
65de292a18263e47f384d1e5,"""$6\\cdot 243=$""","[""1458""]","
243   
1458
   * 2",9f7daf20-d59d-11ee-91a5-5740fbf7f6a5.jpg,1.0
65de3c2f4680e64e884d44a2,"""$ \\ \\underline{\\hspace{1cm}} $ min $-$ 35 min $=$ 1 h 40 min""","[""135""]",FAIL,f5e4f930-d5a8-11ee-8901-8dad299fb5bf.jpg,0.0
66c502aef72a18a35da3ea27,"""Multiply. \n\n$\\quad 43 \\times 2=$""","[""86""]","""\\begin{aligned}43\\\\\n\\times \\dfrac{2}{86}\\end{aligned}""",7d0de4f0-5f36-11ef-8c2d-95446774bc50.jpg,1.0
678e1a51e10b1cadb651b9f2,"""The bar chart shows the distance each student has to school from home.\n\nHow long distance does the student that lives closest to school need to walk? Answer in m.""","[""350""]","""350""",be46f840-d712-11ef-b550-d7ae74c188fa.jpg,0.0
679b44abb659721fa1ac7fe9,"""Beräkna.\n\n$3\\cdot 7=$""","[""21""]","""\\copyright """,a0dfb130-deeb-11ef-a628-5d56ba0f45a8.jpg,0.0
679b4554ebb2365ffcc07117,"""Hur många grader vrider sig en klockas timvisare på sju timmar?""","[""210""]","""210\\ldots """,05d52e80-deec-11ef-a8e6-5b18f8aee6ae.jpg,0.0
66c5c071ec39b658f89e2a49,"""Beräkna.\n\n${\\Large\\frac{73}{5}}=$""","[""14,6""]","""\\begin{aligned}23\\\\\n \\dfrac{730}{5}=| y,b\\end{aligned}""",987a3e20-5fa7-11ef-82dd-839783cc1374.jpg,1.0
679b4ac1b659721fa1af8b82,"""Hur många tändstickor finns det i figur 10?""","[""21""]","""\\begin{aligned}2\\cdot 10m\\\\\n\\overline{20}+1=21\\end{aligned}""",419ddef0-deef-11ef-aa83-c52f06cd8db0.jpg,1.0
66c441e223b1544c70c24926,"""Beräkna.\n\n96 + 16 =""","[""112""]","""    1/96     n  +16/112  """,9256a400-5ec3-11ef-a797-61c13be6a797.jpg,1.0
